name,province,city,type,tags,website
辽宁工程技术大学,辽宁,阜新,理工,,https://www.lntu.edu.cn
大连外国语大学,辽宁,大连,语言,,https://www.dlufl.edu.cn
大连大学,辽宁,大连,综合,,https://www.dlu.edu.cn
沈阳师范大学,辽宁,沈阳,师范,,https://www.synu.edu.cn
大连海洋大学,辽宁,大连,农林,,https://www.dlou.edu.cn
沈阳农业大学,辽宁,沈阳,农林,,https://www.syau.edu.cn
中国医科大学,辽宁,沈阳,医药,,https://www.cmu.edu.cn
辽宁中医药大学,辽宁,沈阳,医药,,https://www.lnutcm.edu.cn
大连民族大学,辽宁,大连,民族,,https://www.dlnu.edu.cn
沈阳航空航天大学,辽宁,沈阳,理工,,https://www.sau.edu.cn
沈阳理工大学,辽宁,沈阳,理工,,https://www.sylu.edu.cn
辽宁科技大学,辽宁,鞍山,理工,,https://www.ustl.edu.cn
辽宁石油化工大学,辽宁,抚顺,理工,,https://www.lnpu.edu.cn
沈阳化工大学,辽宁,沈阳,理工,,https://www.syuct.edu.cn
渤海大学,辽宁,锦州,综合,,https://www.bhu.edu.cn
锦州医科大学,辽宁,锦州,医药,,https://www.jzmu.edu.cn
沈阳音乐学院,辽宁,沈阳,艺术,,https://www.sycm.edu.cn
鲁迅美术学院,辽宁,沈阳,艺术,,https://www.lumei.edu.cn
沈阳体育学院,辽宁,沈阳,体育,,https://www.syty.edu.cn
鞍山师范学院,辽宁,鞍山,师范,,https://www.asnc.edu.cn
辽东学院,辽宁,丹东,综合,,https://www.ldxy.edu.cn
吉林大学,吉林,长春,综合,985|211|双一流,https://www.jlu.edu.cn
东北师范大学,吉林,长春,师范,211|双一流,https://www.nenu.edu.cn
延边大学,吉林,延边,综合,211|双一流,https://www.ybu.edu.cn
长春理工大学,吉林,长春,理工,,https://www.cust.edu.cn
东北电力大学,吉林,吉林,理工,,https://www.neepu.edu.cn
长春工业大学,吉林,长春,理工,,https://www.ccut.edu.cn
吉林农业大学,吉林,长春,农林,,https://www.jlau.edu.cn
长春中医药大学,吉林,长春,医药,,https://www.ccucm.edu.cn
吉林师范大学,吉林,四平,师范,,https://www.jlnu.edu.cn
吉林财经大学,吉林,长春,财经,,https://www.jlufe.edu.cn
北华大学,吉林,吉林,综合,,https://www.beihua.edu.cn
长春大学,吉林,长春,综合,,https://www.ccu.edu.cn
吉林建筑大学,吉林,长春,理工,,https://www.jliae.edu.cn
长春师范大学,吉林,长春,师范,,https://www.ccsfu.edu.cn
吉林工程技术师范学院,吉林,长春,师范,,https://www.jltute.edu.cn
通化师范学院,吉林,通化,师范,,https://www.thnu.edu.cn
白城师范学院,吉林,白城,师范,,https://www.bcsfxy.edu.cn
吉林化工学院,吉林,吉林,理工,,https://www.jlict.edu.cn
吉林医药学院,吉林,吉林,医药,,https://www.jlmu.edu.cn
吉林体育学院,吉林,长春,体育,,https://www.jlsu.edu.cn
吉林艺术学院,吉林,长春,艺术,,https://www.jlart.edu.cn
吉林农业科技学院,吉林,吉林,农林,,https://www.jlaas.edu.cn
吉林工商学院,吉林,长春,财经,,https://www.jlbtc.edu.cn
哈尔滨工业大学,黑龙江,哈尔滨,理工,985|211|双一流,https://www.hit.edu.cn
哈尔滨工程大学,黑龙江,哈尔滨,理工,211|双一流,https://www.hrbeu.edu.cn
东北林业大学,黑龙江,哈尔滨,农林,211|双一流,https://www.nefu.edu.cn
东北农业大学,黑龙江,哈尔滨,农林,211|双一流,https://www.neau.edu.cn
黑龙江大学,黑龙江,哈尔滨,综合,,https://www.hlju.edu.cn
哈尔滨医科大学,黑龙江,哈尔滨,医药,,https://www.hrbmu.edu.cn
哈尔滨理工大学,黑龙江,哈尔滨,理工,,https://www.hrbust.edu.cn
东北石油大学,黑龙江,大庆,理工,,https://www.nepu.edu.cn
哈尔滨师范大学,黑龙江,哈尔滨,师范,,https://www.hrbnu.edu.cn
哈尔滨商业大学,黑龙江,哈尔滨,财经,,https://www.hrbcu.edu.cn
黑龙江中医药大学,黑龙江,哈尔滨,医药,,https://www.hljucm.edu.cn
齐齐哈尔大学,黑龙江,齐齐哈尔,综合,,https://www.qqhru.edu.cn
黑龙江科技大学,黑龙江,哈尔滨,理工,,https://www.usth.edu.cn
佳木斯大学,黑龙江,佳木斯,综合,,https://www.jmsu.edu.cn
黑龙江八一农垦大学,黑龙江,大庆,农林,,https://www.byau.edu.cn
牡丹江医学院,黑龙江,牡丹江,医药,,https://www.mdjmu.edu.cn
齐齐哈尔医学院,黑龙江,齐齐哈尔,医药,,https://www.qqhrmu.edu.cn
牡丹江师范学院,黑龙江,牡丹江,师范,,https://www.mdjnu.edu.cn
大庆师范学院,黑龙江,大庆,师范,,https://www.dqsy.edu.cn
绥化学院,黑龙江,绥化,综合,,https://www.shxy.edu.cn
黑河学院,黑龙江,黑河,综合,,https://www.hhxy.edu.cn
哈尔滨体育学院,黑龙江,哈尔滨,体育,,https://www.hrbipe.edu.cn
哈尔滨音乐学院,黑龙江,哈尔滨,艺术,,https://www.hrbc.edu.cn
黑龙江工程学院,黑龙江,哈尔滨,理工,,https://www.hljit.edu.cn
哈尔滨金融学院,黑龙江,哈尔滨,财经,,https://www.hrbfu.edu.cn
黑龙江工业学院,黑龙江,鸡西,理工,,https://www.hdyxy.edu.cn
南昌大学,江西,南昌,综合,211|双一流,https://www.ncu.edu.cn
江西师范大学,江西,南昌,师范,,https://www.jxnu.edu.cn
江西财经大学,江西,南昌,财经,,https://www.jxufe.edu.cn
华东交通大学,江西,南昌,理工,,https://www.ecjtu.edu.cn
南昌航空大学,江西,南昌,理工,,https://www.nchu.edu.cn
江西理工大学,江西,赣州,理工,,https://www.jxust.edu.cn
东华理工大学,江西,抚州,理工,,https://www.ecut.edu.cn
江西农业大学,江西,南昌,农林,,https://www.jxau.edu.cn
江西中医药大学,江西,南昌,医药,,https://www.jxutcm.edu.cn
赣南医科大学,江西,赣州,医药,,https://www.gmu.edu.cn
井冈山大学,江西,吉安,综合,,https://www.jgsu.edu.cn
景德镇陶瓷大学,江西,景德镇,理工,,https://www.jci.edu.cn
赣南师范大学,江西,赣州,师范,,https://www.gnnu.edu.cn
江西科技师范大学,江西,南昌,师范,,https://www.jxstnu.edu.cn
南昌工程学院,江西,南昌,理工,,https://www.nit.edu.cn
宜春学院,江西,宜春,综合,,https://www.ycu.edu.cn
上饶师范学院,江西,上饶,师范,,https://www.sru.jx.cn
九江学院,江西,九江,综合,,https://www.jju.edu.cn
新余学院,江西,新余,综合,,https://www.xyc.edu.cn
萍乡学院,江西,萍乡,综合,,https://www.pxc.edu.cn
景德镇学院,江西,景德镇,综合,,https://www.jcxy.edu.cn
豫章师范学院,江西,南昌,师范,,https://www.yztc.edu.cn
南昌师范学院,江西,南昌,师范,,https://www.nie.edu.cn
江西警察学院,江西,南昌,政法,,https://www.jxga.com
南昌医学院,江西,南昌,医药,,https://www.ncmc.edu.cn
广西大学,广西,南宁,综合,211|双一流,https://www.gxu.edu.cn
广西师范大学,广西,桂林,师范,,https://www.gxnu.edu.cn
桂林电子科技大学,广西,桂林,理工,,https://www.guet.edu.cn
桂林理工大学,广西,桂林,理工,,https://www.glut.edu.cn
广西医科大学,广西,南宁,医药,,https://www.gxmu.edu.cn
广西民族大学,广西,南宁,民族,,https://www.gxmzu.edu.cn
广西中医药大学,广西,南宁,医药,,https://www.gxtcmu.edu.cn
南宁师范大学,广西,南宁,师范,,https://www.nnnu.edu.cn
广西科技大学,广西,柳州,理工,,https://www.gxust.edu.cn
桂林医学院,广西,桂林,医药,,https://www.glmc.edu.cn
右江民族医学院,广西,百色,医药,,https://www.ymun.edu.cn
玉林师范学院,广西,玉林,师范,,https://www.ylu.edu.cn
广西财经学院,广西,南宁,财经,,https://www.gxufe.edu.cn
北部湾大学,广西,钦州,综合,,https://www.bbgu.edu.cn
百色学院,广西,百色,综合,,https://www.bsuc.edu.cn
贺州学院,广西,贺州,综合,,https://www.hzu.gx.cn
梧州学院,广西,梧州,综合,,https://www.gxwzu.edu.cn
河池学院,广西,河池,综合,,https://www.hcnu.edu.cn
桂林航天工业学院,广西,桂林,理工,,https://www.guat.edu.cn
桂林旅游学院,广西,桂林,综合,,https://www.glit.edu.cn
广西艺术学院,广西,南宁,艺术,,https://www.gxau.edu.cn
广西警察学院,广西,南宁,政法,,https://www.gxpc.edu.cn
广西农业职业技术大学,广西,南宁,农林,,https://www.gxavtc.edu.cn
云南大学,云南,昆明,综合,211|双一流,https://www.ynu.edu.cn
昆明理工大学,云南,昆明,理工,,https://www.kmust.edu.cn
云南师范大学,云南,昆明,师范,,https://www.ynnu.edu.cn
云南农业大学,云南,昆明,农林,,https://www.ynau.edu.cn
云南民族大学,云南,昆明,民族,,https://www.ynni.edu.cn
昆明医科大学,云南,昆明,医药,,https://www.kmmu.edu.cn
云南财经大学,云南,昆明,财经,,https://www.ynufe.edu.cn
西南林业大学,云南,昆明,农林,,https://www.swfu.edu.cn
云南中医药大学,云南,昆明,医药,,https://www.ynutcm.edu.cn
大理大学,云南,大理,综合,,https://www.dali.edu.cn
云南艺术学院,云南,昆明,艺术,,https://www.ynart.edu.cn
云南警官学院,云南,昆明,政法,,https://www.ynpsc.edu.cn
曲靖师范学院,云南,曲靖,师范,,https://www.qjnu.edu.cn
玉溪师范学院,云南,玉溪,师范,,https://www.yxnu.edu.cn
楚雄师范学院,云南,楚雄,师范,,https://www.cxtc.edu.cn
红河学院,云南,红河,综合,,https://www.uoh.edu.cn
文山学院,云南,文山,综合,,https://www.wsu.edu.cn
保山学院,云南,保山,综合,,https://www.bsnc.edu.cn
昭通学院,云南,昭通,综合,,https://www.ztu.edu.cn
滇西科技师范学院,云南,临沧,师范,,https://www.lcic.edu.cn
昆明学院,云南,昆明,综合,,https://www.kmu.edu.cn
普洱学院,云南,普洱,综合,,https://www.peuni.edu.cn
滇西应用技术大学,云南,大理,综合,,https://www.education.dali.edu.cn
贵州大学,贵州,贵阳,综合,211|双一流,https://www.gzu.edu.cn
贵州师范大学,贵州,贵阳,师范,,https://www.gznu.edu.cn
贵州医科大学,贵州,贵阳,医药,,https://www.gmc.edu.cn
贵州财经大学,贵州,贵阳,财经,,https://www.gufe.edu.cn
遵义医科大学,贵州,遵义,医药,,https://www.zmc.edu.cn
贵州中医药大学,贵州,贵阳,医药,,https://www.gzy.edu.cn
贵州民族大学,贵州,贵阳,民族,,https://www.gzmu.edu.cn
贵州师范学院,贵州,贵阳,师范,,https://www.gznc.edu.cn
贵阳学院,贵州,贵阳,综合,,https://www.gyu.cn
遵义师范学院,贵州,遵义,师范,,https://www.zync.edu.cn
黔南民族师范学院,贵州,都匀,师范,,https://www.sgmtu.edu.cn
贵州工程应用技术学院,贵州,毕节,综合,,https://www.gues.edu.cn
铜仁学院,贵州,铜仁,综合,,https://www.gztrc.edu.cn
安顺学院,贵州,安顺,综合,,https://www.asu.edu.cn
凯里学院,贵州,凯里,综合,,https://www.kluniv.edu.cn
兴义民族师范学院,贵州,兴义,师范,,https://www.xynu.edu.cn
六盘水师范学院,贵州,六盘水,师范,,https://www.lpssy.edu.cn
贵州理工学院,贵州,贵阳,理工,,https://www.git.edu.cn
贵州商学院,贵州,贵阳,财经,,https://www.gzcc.edu.cn
贵阳康养职业大学,贵州,贵阳,医药,,https://www.gykyedu.cn
兰州大学,甘肃,兰州,综合,985|211|双一流,https://www.lzu.edu.cn
西北师范大学,甘肃,兰州,师范,,https://www.nwnu.edu.cn
兰州理工大学,甘肃,兰州,理工,,https://www.lut.edu.cn
兰州交通大学,甘肃,兰州,理工,,https://www.lzjtu.edu.cn
甘肃农业大学,甘肃,兰州,农林,,https://www.gsau.edu.cn
甘肃中医药大学,甘肃,兰州,医药,,https://www.gszy.edu.cn
兰州财经大学,甘肃,兰州,财经,,https://www.lzufe.edu.cn
西北民族大学,甘肃,兰州,民族,,https://www.xbmu.edu.cn
甘肃政法大学,甘肃,兰州,政法,,https://www.gsli.edu.cn
天水师范学院,甘肃,天水,师范,,https://www.tsnc.edu.cn
河西学院,甘肃,张掖,综合,,https://www.hexu.edu.cn
陇东学院,甘肃,庆阳,综合,,https://www.ldxy.edu.cn
兰州城市学院,甘肃,兰州,综合,,https://www.lzcu.edu.cn
兰州工业学院,甘肃,兰州,理工,,https://www.lzit.edu.cn
甘肃民族师范学院,甘肃,合作,师范,,https://www.gnun.edu.cn
兰州文理学院,甘肃,兰州,综合,,https://www.luas.edu.cn
甘肃医学院,甘肃,平凉,医药,,https://www.plmc.edu.cn
宁夏大学,宁夏,银川,综合,211|双一流,https://www.nxu.edu.cn
宁夏医科大学,宁夏,银川,医药,,https://www.nxmu.edu.cn
北方民族大学,宁夏,银川,民族,,https://www.nun.edu.cn
宁夏师范学院,宁夏,固原,师范,,https://www.nxnu.edu.cn
宁夏理工学院,宁夏,石嘴山,理工,,https://www.nxist.edu.cn
银川能源学院,宁夏,银川,理工,,https://www.ycu.edu.cn
青海大学,青海,西宁,综合,211|双一流,https://www.qhu.edu.cn
青海师范大学,青海,西宁,师范,,https://www.qhnu.edu.cn
青海民族大学,青海,西宁,民族,,https://www.qhmu.edu.cn
青海卫生职业技术学院,青海,西宁,医药,,https://www.qhvc.edu.cn
西藏大学,西藏,拉萨,综合,211|双一流,https://www.utibet.edu.cn
西藏民族大学,西藏,咸阳,民族,,https://www.xzmu.edu.cn
西藏农牧学院,西藏,林芝,农林,,https://www.xza.edu.cn
西藏藏医药大学,西藏,拉萨,医药,,https://www.ttmc.edu.cn
新疆大学,新疆,乌鲁木齐,综合,211|双一流,https://www.xju.edu.cn
石河子大学,新疆,石河子,综合,211|双一流,https://www.shzu.edu.cn
新疆医科大学,新疆,乌鲁木齐,医药,,https://www.xjmu.edu.cn
新疆农业大学,新疆,乌鲁木齐,农林,,https://www.xjau.edu.cn
新疆师范大学,新疆,乌鲁木齐,师范,,https://www.xjnu.edu.cn
新疆财经大学,新疆,乌鲁木齐,财经,,https://www.xjufe.edu.cn
塔里木大学,新疆,阿拉尔,综合,,https://www.taru.edu.cn
新疆艺术学院,新疆,乌鲁木齐,艺术,,https://www.xjart.edu.cn
伊犁师范大学,新疆,伊犁,师范,,https://www.ylsy.edu.cn
喀什大学,新疆,喀什,综合,,https://www.ksu.edu.cn
新疆工程学院,新疆,乌鲁木齐,理工,,https://www.xjie.edu.cn
昌吉学院,新疆,昌吉,综合,,https://www.cjc.edu.cn
新疆警察学院,新疆,乌鲁木齐,政法,,https://www.xjjc.edu.cn
内蒙古大学,内蒙古,呼和浩特,综合,211|双一流,https://www.imu.edu.cn
内蒙古农业大学,内蒙古,呼和浩特,农林,,https://www.imau.edu.cn
内蒙古师范大学,内蒙古,呼和浩特,师范,,https://www.imnu.edu.cn
内蒙古医科大学,内蒙古,呼和浩特,医药,,https://www.immu.edu.cn
内蒙古工业大学,内蒙古,呼和浩特,理工,,https://www.imut.edu.cn
内蒙古财经大学,内蒙古,呼和浩特,财经,,https://www.imufe.edu.cn
内蒙古民族大学,内蒙古,通辽,综合,,https://www.imun.edu.cn
内蒙古科技大学,内蒙古,包头,综合,,https://www.imust.edu.cn
赤峰学院,内蒙古,赤峰,综合,,https://www.cfxy.edu.cn
呼伦贝尔学院,内蒙古,呼伦贝尔,综合,,https://www.hlbrc.edu.cn
集宁师范学院,内蒙古,乌兰察布,师范,,https://www.jntc.edu.cn
河套学院,内蒙古,巴彦淖尔,综合,,https://www.hetaodx.edu.cn
呼和浩特民族学院,内蒙古,呼和浩特,民族,,https://www.imnc.edu.cn
鄂尔多斯应用技术学院,内蒙古,鄂尔多斯,理工,,https://www.oit.edu.cn
内蒙古艺术学院,内蒙古,呼和浩特,艺术,,https://www.imac.edu.cn
海南大学,海南,海口,综合,211|双一流,https://www.hainanu.edu.cn
海南师范大学,海南,海口,师范,,https://www.hainnu.edu.cn
海南医科大学,海南,海口,医药,,https://www.hainmc.edu.cn
海南热带海洋学院,海南,三亚,综合,,https://www.qzu.edu.cn
三亚学院,海南,三亚,综合,,https://www.sanyau.edu.cn
海口经济学院,海南,海口,综合,,https://www.hkc.edu.cn
台湾大学,台湾,台北,综合,,https://www.ntu.edu.tw
台湾清华大学,台湾,新竹,综合,,https://www.nthu.edu.tw
台湾成功大学,台湾,台南,综合,,https://www.ncku.edu.tw
香港大学,香港,香港,综合,,https://www.hku.hk
香港中文大学,香港,香港,综合,,https://www.cuhk.edu.hk
香港科技大学,香港,香港,理工,,https://www.ust.hk
香港理工大学,香港,香港,理工,,https://www.polyu.edu.hk
香港城市大学,香港,香港,综合,,https://www.cityu.edu.hk
香港浸会大学,香港,香港,综合,,https://www.hkbu.edu.hk
香港岭南大学,香港,香港,综合,,https://www.ln.edu.hk
香港教育大学,香港,香港,师范,,https://www.eduhk.hk
澳门大学,澳门,澳门,综合,,https://www.um.edu.mo
澳门科技大学,澳门,澳门,综合,,https://www.must.edu.mo
澳门理工大学,澳门,澳门,理工,,https://www.mpu.edu.mo
深圳技术大学,广东,深圳,理工,,https://www.sztu.edu.cn
上海海关学院,上海,上海,综合,,https://www.customs.edu.cn
中国社会科学院大学,北京,北京,综合,,https://www.ucass.edu.cn
上海电机学院,上海,上海,理工,,https://www.sdju.edu.cn
上海商学院,上海,上海,财经,,https://www.sbs.edu.cn
上海政法学院,上海,上海,政法,,https://www.shupl.edu.cn
上海第二工业大学,上海,上海,理工,,https://www.sspu.edu.cn
上海应用技术大学,上海,上海,理工,,https://www.sit.edu.cn
上海视觉艺术学院,上海,上海,艺术,,https://www.siva.edu.cn
上海建桥学院,上海,上海,综合,,https://www.gench.edu.cn
上海杉达学院,上海,上海,综合,,https://www.sandau.edu.cn
上海兴伟学院,上海,上海,综合,,https://www.xingwei.edu.cn
北京电子科技职业学院,北京,北京,理工,专科,
北京工业职业技术学院,北京,北京,理工,专科,
北京信息职业技术学院,北京,北京,理工,专科,
北京农业职业学院,北京,北京,农林,专科,
北京财贸职业学院,北京,北京,财经,专科,
北京劳动保障职业学院,北京,北京,综合,专科,
北京社会管理职业学院,北京,北京,综合,专科,
北京卫生职业学院,北京,北京,医药,专科,
北京交通运输职业学院,北京,北京,理工,专科,
北京政法职业学院,北京,北京,政法,专科,
北京青年政治学院,北京,北京,综合,专科,
北京戏曲艺术职业学院,北京,北京,艺术,专科,
北京体育职业学院,北京,北京,体育,专科,
北京交通职业技术学院,北京,北京,理工,专科,
首都经济贸易大学密云分校,北京,北京,财经,专科,
上海城建职业学院,上海,上海,理工,专科,
上海工艺美术职业学院,上海,上海,艺术,专科,
上海电子信息职业技术学院,上海,上海,理工,专科,
上海交通职业技术学院,上海,上海,理工,专科,
上海海事职业技术学院,上海,上海,理工,专科,
上海科学技术职业学院,上海,上海,理工,专科,
上海农林职业技术学院,上海,上海,农林,专科,
上海思博职业技术学院,上海,上海,综合,专科,
上海立达职业技术学院,上海,上海,综合,专科,
上海济光职业技术学院,上海,上海,综合,专科,
上海工商职业技术学院,上海,上海,综合,专科,
上海邦德职业技术学院,上海,上海,综合,专科,
上海中侨职业技术学院,上海,上海,综合,专科,
上海出版印刷高等专科学校,上海,上海,综合,专科,
上海旅游高等专科学校,上海,上海,综合,专科,
上海健康医学院,上海,上海,医药,专科,
上海行健职业学院,上海,上海,综合,专科,
上海城市管理职业技术学院,上海,上海,理工,专科,
上海工会管理职业学院,上海,上海,综合,专科,
上海体育职业学院,上海,上海,体育,专科,
深圳职业技术大学,广东,深圳,综合,专科,
广东轻工职业技术大学,广东,广州,理工,专科,
广州番禺职业技术学院,广东,广州,综合,专科,
广东科学技术职业学院,广东,珠海,理工,专科,
广东水利电力职业技术学院,广东,广州,理工,专科,
广东交通职业技术学院,广东,广州,理工,专科,
广东食品药品职业学院,广东,广州,医药,专科,
广东机电职业技术学院,广东,广州,理工,专科,
广东农工商职业技术学院,广东,广州,综合,专科,
广东岭南职业技术学院,广东,广州,综合,专科,
广东职业技术学院,广东,佛山,理工,专科,
广东建设职业技术学院,广东,广州,理工,专科,
广东女子职业技术学院,广东,广州,综合,专科,
广东邮电职业技术学院,广东,广州,理工,专科,
广东工贸职业技术学院,广东,广州,理工,专科,
广东司法警官职业学院,广东,广州,政法,专科,
广东省外语艺术职业学院,广东,广州,综合,专科,
广东文艺职业学院,广东,广州,艺术,专科,
广东体育职业技术学院,广东,广州,体育,专科,
广东舞蹈戏剧职业学院,广东,广州,艺术,专科,
广州铁路职业技术学院,广东,广州,理工,专科,
广州城市职业学院,广东,广州,综合,专科,
广州工程技术职业学院,广东,广州,理工,专科,
广州民航职业技术学院,广东,广州,理工,专科,
广州卫生职业技术学院,广东,广州,医药,专科,
广州科技贸易职业学院,广东,广州,综合,专科,
广州幼儿师范高等专科学校,广东,广州,师范,专科,
深圳信息职业技术学院,广东,深圳,理工,专科,
珠海城市职业技术学院,广东,珠海,综合,专科,
佛山职业技术学院,广东,佛山,综合,专科,
顺德职业技术学院,广东,佛山,综合,专科,
东莞职业技术学院,广东,东莞,综合,专科,
中山职业技术学院,广东,中山,综合,专科,
江门职业技术学院,广东,江门,综合,专科,
惠州城市职业学院,广东,惠州,综合,专科,
惠州卫生职业技术学院,广东,惠州,医药,专科,
茂名职业技术学院,广东,茂名,综合,专科,
广东茂名健康职业学院,广东,茂名,医药,专科,
湛江幼儿师范专科学校,广东,湛江,师范,专科,
广东文理职业学院,广东,湛江,综合,专科,
汕尾职业技术学院,广东,汕尾,综合,专科,
揭阳职业技术学院,广东,揭阳,综合,专科,
广东潮州卫生健康职业学院,广东,潮州,医药,专科,
梅州职业技术学院,广东,梅州,综合,专科,
广东云浮中医药职业学院,广东,云浮,医药,专科,
清远职业技术学院,广东,清远,综合,专科,
广东肇庆航空职业学院,广东,肇庆,理工,专科,
广东环境保护工程职业学院,广东,佛山,理工,专科,
广东财贸职业学院,广东,广州,财经,专科,
广东江门中医药职业学院,广东,江门,医药,专科,
南京工业职业技术大学,江苏,南京,理工,专科,
无锡职业技术学院,江苏,无锡,理工,专科,
江苏建筑职业技术学院,江苏,徐州,理工,专科,
江苏工程职业技术学院,江苏,南通,理工,专科,
苏州工艺美术职业技术学院,江苏,苏州,艺术,专科,
连云港职业技术学院,江苏,连云港,综合,专科,
镇江市高等专科学校,江苏,镇江,综合,专科,
南通职业大学,江苏,南通,综合,专科,
苏州职业大学,江苏,苏州,综合,专科,
江苏经贸职业技术学院,江苏,南京,财经,专科,
江苏联合职业技术学院,江苏,南京,综合,专科,
江苏海事职业技术学院,江苏,南京,理工,专科,
江苏信息职业技术学院,江苏,无锡,理工,专科,
江苏农牧科技职业学院,江苏,泰州,农林,专科,
江苏农林职业技术学院,江苏,镇江,农林,专科,
常州信息职业技术学院,江苏,常州,理工,专科,
常州纺织服装职业技术学院,江苏,常州,理工,专科,
常州工程职业技术学院,江苏,常州,理工,专科,
常州机电职业技术学院,江苏,常州,理工,专科,
苏州农业职业技术学院,江苏,苏州,农林,专科,
苏州工业职业技术学院,江苏,苏州,理工,专科,
南通航运职业技术学院,江苏,南通,理工,专科,
南京交通职业技术学院,江苏,南京,理工,专科,
南京科技职业学院,江苏,南京,理工,专科,
南京铁道职业技术学院,江苏,南京,理工,专科,
南京信息职业技术学院,江苏,南京,理工,专科,
南京机电职业技术学院,江苏,南京,理工,专科,
南京视觉艺术职业学院,江苏,南京,艺术,专科,
金陵科技学院,江苏,南京,综合,专科,
江苏财经职业技术学院,江苏,淮安,财经,专科,
江苏食品药品职业技术学院,江苏,淮安,综合,专科,
江苏安全技术职业学院,江苏,徐州,理工,专科,
徐州工业职业技术学院,江苏,徐州,理工,专科,
徐州生物工程职业技术学院,江苏,徐州,农林,专科,
盐城工业职业技术学院,江苏,盐城,理工,专科,
盐城幼儿师范高等专科学校,江苏,盐城,师范,专科,
扬州工业职业技术学院,江苏,扬州,理工,专科,
泰州职业技术学院,江苏,泰州,理工,专科,
宿迁职业技术学院,江苏,宿迁,理工,专科,
江阴职业技术学院,江苏,无锡,理工,专科,
浙江金融职业学院,浙江,杭州,财经,专科,
浙江机电职业技术学院,浙江,杭州,理工,专科,
浙江建设职业技术学院,浙江,杭州,理工,专科,
浙江交通职业技术学院,浙江,杭州,理工,专科,
浙江旅游职业学院,浙江,杭州,综合,专科,
浙江经济职业技术学院,浙江,杭州,财经,专科,
浙江经贸职业技术学院,浙江,杭州,财经,专科,
浙江商业职业技术学院,浙江,杭州,财经,专科,
浙江工商职业技术学院,浙江,宁波,财经,专科,
浙江工贸职业技术学院,浙江,温州,理工,专科,
浙江警官职业学院,浙江,杭州,政法,专科,
浙江艺术职业学院,浙江,杭州,艺术,专科,
浙江体育职业技术学院,浙江,杭州,体育,专科,
浙江同济科技职业学院,浙江,杭州,理工,专科,
浙江邮电职业技术学院,浙江,绍兴,理工,专科,
浙江纺织服装职业技术学院,浙江,宁波,理工,专科,
宁波职业技术学院,浙江,宁波,综合,专科,
宁波城市职业技术学院,浙江,宁波,综合,专科,
温州职业技术学院,浙江,温州,综合,专科,
台州职业技术学院,浙江,台州,综合,专科,
嘉兴职业技术学院,浙江,嘉兴,综合,专科,
湖州职业技术学院,浙江,湖州,综合,专科,
金华职业技术学院,浙江,金华,综合,专科,
衢州职业技术学院,浙江,衢州,综合,专科,
丽水职业技术学院,浙江,丽水,综合,专科,
杭州职业技术学院,浙江,杭州,综合,专科,
杭州科技职业技术学院,浙江,杭州,综合,专科,
绍兴职业技术学院,浙江,绍兴,综合,专科,
义乌工商职业技术学院,浙江,金华,综合,专科,
浙江国际海运职业技术学院,浙江,舟山,理工,专科,
武汉职业技术学院,湖北,武汉,综合,专科,
武汉船舶职业技术学院,湖北,武汉,理工,专科,
武汉铁路职业技术学院,湖北,武汉,理工,专科,
武汉软件工程职业学院,湖北,武汉,理工,专科,
武汉城市职业学院,湖北,武汉,综合,专科,
武汉交通职业学院,湖北,武汉,理工,专科,
武汉电力职业技术学院,湖北,武汉,理工,专科,
湖北职业技术学院,湖北,孝感,综合,专科,
黄冈职业技术学院,湖北,黄冈,理工,专科,
襄阳职业技术学院,湖北,襄阳,综合,专科,
十堰职业技术学院,湖北,十堰,综合,专科,
荆州职业技术学院,湖北,荆州,综合,专科,
鄂州职业大学,湖北,鄂州,综合,专科,
湖北工业职业技术学院,湖北,十堰,理工,专科,
湖北三峡职业技术学院,湖北,宜昌,综合,专科,
恩施职业技术学院,湖北,恩施,综合,专科,
仙桃职业学院,湖北,仙桃,综合,专科,
湖北水利水电职业技术学院,湖北,武汉,理工,专科,
湖北中医药高等专科学校,湖北,荆州,医药,专科,
武汉民政职业学院,湖北,武汉,综合,专科,
湖北生物科技职业学院,湖北,武汉,农林,专科,
长沙民政职业技术学院,湖南,长沙,综合,专科,
湖南铁道职业技术学院,湖南,株洲,理工,专科,
湖南工业职业技术学院,湖南,长沙,理工,专科,
湖南交通职业技术学院,湖南,长沙,理工,专科,
湖南大众传媒职业技术学院,湖南,长沙,综合,专科,
湖南科技职业学院,湖南,长沙,综合,专科,
湖南生物机电职业技术学院,湖南,长沙,农林,专科,
湖南机电职业技术学院,湖南,长沙,理工,专科,
湖南化工职业技术学院,湖南,株洲,理工,专科,
湖南汽车工程职业学院,湖南,株洲,理工,专科,
湖南铁路科技职业技术学院,湖南,株洲,理工,专科,
湖南环境生物职业技术学院,湖南,衡阳,农林,专科,
湖南高速铁路职业技术学院,湖南,衡阳,理工,专科,
湖南工艺美术职业学院,湖南,益阳,艺术,专科,
湖南商务职业技术学院,湖南,长沙,财经,专科,
湖南信息职业技术学院,湖南,长沙,理工,专科,
长沙航空职业技术学院,湖南,长沙,理工,专科,
长沙卫生职业学院,湖南,长沙,医药,专科,
长沙商贸旅游职业技术学院,湖南,长沙,财经,专科,
岳阳职业技术学院,湖南,岳阳,综合,专科,
常德职业技术学院,湖南,常德,综合,专科,
邵阳职业技术学院,湖南,邵阳,综合,专科,
